finite_fraction,half_life_ci_high,half_life_ci_low,half_life_mean,half_life_std,mark,pct_r2_ge_floor,r2_mean,tissue
1.0,258.42981249848174,125.0613485019539,174.92156587841606,34.581902038516475,off,6.232768361581921,0.7860537064336849,blood_cd34
1.0,125.30018349975089,74.98888122269344,96.1576729001174,12.865057950001978,on,77.93333333333334,0.9221124516971039,blood_cd34
1.0,175.24140482647385,90.02844466389733,122.91042221869499,22.071405211199824,off,13.76497175141243,0.8243666054243545,gut_lgr5
1.0,83.8932396681229,51.73680083165591,65.64334237309019,8.233554302959904,on,93.08248587570621,0.9416834497391934,gut_lgr5
1.0,265.90763921176426,134.04906581477155,184.46634592812615,34.36933068945817,off,10.409039548022598,0.8116124775349258,skin_stem
1.0,145.48800226897265,86.71255016566643,111.44696296052658,15.040089147100426,on,76.2135593220339,0.9203212067585124,skin_stem
