amplification,cyclin_throttle,donor_age,leakage_ci_high,leakage_ci_low,leakage_mean,leakage_median,leakage_n,leakage_std,mutation_reduction_ci_high,mutation_reduction_ci_low,mutation_reduction_mean,mutation_reduction_median,mutation_reduction_n,mutation_reduction_std,pct_fucci_pass,pct_fucci_pass_ci_high,pct_fucci_pass_ci_low,pct_joint_mutation_viability,pct_joint_mutation_viability_ci_high,pct_joint_mutation_viability_ci_low,pct_mut_ge_2,pct_mut_ge_2_ci_high,pct_mut_ge_2_ci_low,pct_viability_ge_threshold,pct_viability_ge_threshold_ci_high,pct_viability_ge_threshold_ci_low,sphase_fold_ci_high,sphase_fold_ci_low,sphase_fold_mean,sphase_fold_median,sphase_fold_n,sphase_fold_std,tissue,viability_ci_high,viability_ci_low,viability_mean,viability_median,viability_n,viability_std
1.142857142857143,0.125,25,0.3444266366810306,0.33561588586710406,0.34011501670912564,0.3401789348920279,500,0.002198668714582609,1.9120294575318386,1.7812590050561785,1.847223256195236,1.8473871111723348,500,0.03460650071941423,100.0,100.0,99.23756595384478,0.0,0.7624340461552241,4.336808689942018e-17,0.0,0.7624340461552241,4.336808689942018e-17,100.0,100.0,99.23756595384478,5.787920444416454,5.054241763713582,5.40276560134176,5.403082664192964,500,0.19130089573974263,blood_cd34,0.9655882644345125,0.9046291444924232,0.933652517992,0.9335153367258562,500,0.015557286611772985
1.142857142857143,0.14,25,0.34509464317367666,0.3354179260313066,0.3401409534216548,0.3401386449442818,500,0.0023628830158503333,1.9230028623802657,1.7782541996632164,1.851819304461009,1.8520703021065024,500,0.034702912328545776,100.0,100.0,99.23756595384478,0.0,0.7624340461552241,4.336808689942018e-17,0.0,0.7624340461552241,4.336808689942018e-17,100.0,100.0,99.23756595384478,5.8287740593483015,5.010435805047298,5.394343495068874,5.386351355735661,500,0.19976008081313523,blood_cd34,0.960552035905338,0.9035709024699622,0.9317235617758332,0.9307415239131395,500,0.015208824073144203
1.142857142857143,0.15500000000000003,25,0.3444283945871557,0.3352888751499573,0.33994930580933597,0.34007351459099244,500,0.0023809107274901592,1.92381978764182,1.7800622144364895,1.8532951783280456,1.8540521778693078,500,0.03686392108909624,100.0,100.0,99.23756595384478,0.0,0.7624340461552241,4.336808689942018e-17,0.0,0.7624340461552241,4.336808689942018e-17,100.0,100.0,99.23756595384478,5.808323500082432,5.051667715415598,5.391420291831924,5.378728767359286,500,0.18628295477514661,blood_cd34,0.962697288068085,0.903588952241851,0.9296612585051773,0.9286406379364838,500,0.014747991226327662
1.142857142857143,0.17000000000000004,25,0.34456969967751483,0.33531843546027934,0.339771301097526,0.33971017015162264,500,0.0024649559197202986,1.920897188884277,1.7860233341196272,1.853134530728099,1.8546229279123623,500,0.03595830114281456,100.0,100.0,99.23756595384478,0.0,0.7624340461552241,4.336808689942018e-17,0.0,0.7624340461552241,4.336808689942018e-17,100.0,100.0,99.23756595384478,5.812846877163886,5.0541155431962554,5.3923356869424515,5.386791570247931,500,0.18687250169020325,blood_cd34,0.9592591583704134,0.9004961625318656,0.9291657688048413,0.9291901399852909,500,0.015051688010537774
1.142857142857143,0.18500000000000005,25,0.344338920089332,0.33552684325204,0.34002201137467,0.34005253208931274,500,0.002266066669900518,1.9311497287652295,1.796900288512013,1.862306148191567,1.8624266808533754,500,0.03469747779459943,100.0,100.0,99.23756595384478,0.0,0.7624340461552241,4.336808689942018e-17,0.0,0.7624340461552241,4.336808689942018e-17,100.0,100.0,99.23756595384478,5.7823446012123725,5.058486220236232,5.410804376558624,5.402347365263703,500,0.19178832115609687,blood_cd34,0.9545943260565856,0.8969692274637467,0.9274777266344665,0.9276338472028531,500,0.015105595950307665
1.292857142857143,0.16550000000000004,25,0.3442853629160103,0.33540744559234154,0.3399834719010805,0.3398977038139366,500,0.0023230259425149305,2.0165472817266776,1.8712880876450848,1.9459851634638234,1.947701830457786,500,0.03643102440264163,100.0,100.0,99.23756595384478,6.4,8.895240883768416,4.569601604478943,6.4,8.895240883768416,4.569601604478943,100.0,100.0,99.23756595384478,6.108366091329952,5.363000452751883,5.724810474284715,5.719033846443293,500,0.1909001665622039,blood_cd34,0.9484295083123802,0.890425705762935,0.9185215883350517,0.9188151369633994,500,0.015070517055387391
1.292857142857143,0.17000000000000004,25,0.34457782583623964,0.3352700432478994,0.3398958142492256,0.33979077786316747,500,0.0023572437971397272,2.0146669299430684,1.8733990324874905,1.9446948894229474,1.9458498957855224,500,0.036358831944778874,100.0,100.0,99.23756595384478,6.4,8.895240883768416,4.569601604478943,6.4,8.895240883768416,4.569601604478943,100.0,100.0,99.23756595384478,6.1588763015149475,5.313456268457439,5.71440996591287,5.70305820895259,500,0.21098428287027157,blood_cd34,0.9523366542858122,0.8897568925792413,0.9197354622209164,0.91943562126546,500,0.015587868078007168
1.292857142857143,0.17450000000000004,25,0.3447398419187022,0.33562840914063136,0.340059310952856,0.3400158732931272,500,0.002409701097277735,2.024108807266638,1.8833055902012763,1.9532332501380933,1.9530852851597487,500,0.03810489893979587,100.0,100.0,99.23756595384478,12.4,15.578741288778383,9.794609113930344,12.4,15.578741288778383,9.794609113930344,100.0,100.0,99.23756595384478,6.148849805508681,5.349839081908327,5.72238798410233,5.725979328918957,500,0.19872127715979493,blood_cd34,0.94722065453357,0.8871566307395805,0.918000030783613,0.918146527780676,500,0.015634167243437854
1.292857142857143,0.18050000000000005,25,0.3440776103262782,0.3350164891757408,0.3399133570128895,0.34004452081401115,500,0.0023986013854870166,2.027222715301393,1.8802138036903386,1.9513075560018212,1.950626204752428,500,0.0395004909608647,100.0,100.0,99.23756595384478,11.2,14.26536880040623,8.726280019410225,11.2,14.26536880040623,8.726280019410225,100.0,100.0,99.23756595384478,6.118413452144973,5.320064514763876,5.719261585275788,5.7135507185362036,500,0.2011833579819055,blood_cd34,0.9444050107812582,0.8878532442401846,0.9174892049554576,0.9183183468723987,500,0.014620716049628646
1.292857142857143,0.18500000000000005,25,0.3445102023447645,0.33509041513849575,0.3399742427681774,0.3399166945371319,500,0.0024793500315384407,2.019925864205737,1.8743328522006562,1.9525055842960257,1.9524899574427717,500,0.0363373091799769,100.0,100.0,99.23756595384478,8.2,10.935485915738875,6.101908946846894,8.2,10.935485915738875,6.101908946846894,100.0,100.0,99.23756595384478,6.157545917339225,5.331302152626633,5.726011619612326,5.730875219840511,500,0.2041948575822452,blood_cd34,0.9477246785748147,0.8888174229038723,0.9189637406707423,0.9193375547594322,500,0.015408515721814326
