amplification,cyclin_throttle,leakage_ci_high,leakage_ci_low,leakage_hier_ci_high,leakage_hier_ci_low,leakage_hier_mean,leakage_hier_n_strata,leakage_mean,leakage_median,leakage_n,leakage_std,mutation_reduction_ci_high,mutation_reduction_ci_low,mutation_reduction_hier_ci_high,mutation_reduction_hier_ci_low,mutation_reduction_hier_mean,mutation_reduction_hier_n_strata,mutation_reduction_mean,mutation_reduction_median,mutation_reduction_n,mutation_reduction_std,pct_fucci_pass,pct_fucci_pass_ci_high,pct_fucci_pass_ci_low,pct_joint_mutation_viability,pct_joint_mutation_viability_ci_high,pct_joint_mutation_viability_ci_low,pct_mut_ge_2,pct_mut_ge_2_ci_high,pct_mut_ge_2_ci_low,pct_viability_ge_threshold,pct_viability_ge_threshold_ci_high,pct_viability_ge_threshold_ci_low,sphase_fold_ci_high,sphase_fold_ci_low,sphase_fold_hier_ci_high,sphase_fold_hier_ci_low,sphase_fold_hier_mean,sphase_fold_hier_n_strata,sphase_fold_mean,sphase_fold_median,sphase_fold_n,sphase_fold_std,viability_ci_high,viability_ci_low,viability_hier_ci_high,viability_hier_ci_low,viability_hier_mean,viability_hier_n_strata,viability_mean,viability_median,viability_n,viability_std
0.5,0.05,0.34647802004159733,0.3335537029986374,0.34017298542280505,0.33978667258910666,0.33997942627628314,9,0.3399794262762831,0.3399155756630532,1080,0.003299492594113521,1.4620890740073362,1.3099583265775903,1.379491923593514,1.3770852655503136,1.3782797649514373,9,1.3782797649514371,1.3668611073347365,1080,0.04380508520465491,100.0,100.0,99.64557004260809,0.0,0.3544299573919178,0.0,0.0,0.3544299573919178,0.0,100.0,100.0,99.64557004260809,4.501396836985433,3.7252283314757255,4.122919011125262,4.10121285733066,4.111742662436163,9,4.111742662436163,4.109134256003579,1080,0.1967115834395124,0.9939910937904981,0.9326891538467017,0.9625991023473884,0.9610342976066684,0.9618214199757179,9,0.9618214199757176,0.961941946940768,1080,0.015600327686688353
0.5,0.08000000000000002,0.3461000678790984,0.33358767747691137,0.3403813727901723,0.34002215585539775,0.34021376589411684,9,0.34021376589411684,0.3401550950865653,1080,0.0033340695956007626,1.4700495529376734,1.3120444272446297,1.385080809866873,1.383013110031679,1.384051966521822,9,1.384051966521822,1.3722607634100048,1080,0.044822780472155765,100.0,100.0,99.64557004260809,0.0,0.3544299573919178,0.0,0.0,0.3544299573919178,0.0,100.0,100.0,99.64557004260809,4.468006253232942,3.757349667664589,4.114998754166289,4.095910931033135,4.104822162528068,9,4.104822162528068,4.0978456374314565,1080,0.18579397649495402,0.9889891228175249,0.9266693792168978,0.9606802528157061,0.9589099822959244,0.959767356776499,9,0.9597673567764993,0.9603760740222658,1080,0.015422710831465375
0.5,0.11000000000000001,0.34652216517462464,0.3332053464321423,0.34007822455035974,0.3397071840840993,0.3398963918168873,9,0.33989639181688736,0.3397999772854113,1080,0.0033513654425264394,1.4779110834875204,1.318045334506838,1.3916766615057405,1.3887881854694184,1.3901808490749117,9,1.3901808490749115,1.3791640772069953,1080,0.04538566769998315,100.0,100.0,99.64557004260809,0.0,0.3544299573919178,0.0,0.0,0.3544299573919178,0.0,100.0,100.0,99.64557004260809,4.5069563562559,3.7555601299367716,4.117890150889668,4.0975200378399785,4.106977972009016,9,4.106977972009016,4.101403426071466,1080,0.1891696336884998,0.9887794173679139,0.9292964965451649,0.9603889144283491,0.9588162174608866,0.9594626382971703,9,0.9594626382971704,0.9601877012359766,1080,0.014992597916659888
0.5,0.14,0.34644766428231993,0.3337372558031884,0.34023383961644804,0.3398512314053426,0.340025659821729,9,0.34002565982172905,0.3400279506539793,1080,0.0032998875525655155,1.489755318732715,1.3302419585340093,1.3987413143335878,1.3961152509940655,1.397392396494831,9,1.3973923964948312,1.3851114505208888,1080,0.045413181876743654,100.0,100.0,99.64557004260809,0.0,0.3544299573919178,0.0,0.0,0.3544299573919178,0.0,100.0,100.0,99.64557004260809,4.505875163366681,3.734499501093258,4.117813448353281,4.09447747456297,4.105935373639337,9,4.105935373639337,4.101355039850372,1080,0.19855220352052136,0.9901059124329354,0.926634021424864,0.9587301594079186,0.9571236439516904,0.957907388651922,9,0.9579073886519222,0.9573492281778926,1080,0.015877486509006958
0.5,0.17000000000000004,0.3467397243846387,0.3335509187532646,0.34022408461208514,0.339880095206835,0.3400677795852928,9,0.3400677795852928,0.34013280282284597,1080,0.0033684561467497982,1.4970322795828603,1.3326135644757546,1.4056674026250542,1.4025060095468778,1.4041717431322003,9,1.4041717431322005,1.3907604033366128,1080,0.04729478293694194,100.0,100.0,99.64557004260809,0.0,0.3544299573919178,0.0,0.0,0.3544299573919178,0.0,100.0,100.0,99.64557004260809,4.49322430309767,3.7528701078074156,4.120691482517521,4.100629094673328,4.109856187114561,9,4.109856187114561,4.105104195694888,1080,0.19329859690716963,0.9863647823990228,0.9243649333187929,0.9564616579008449,0.954708995332469,0.9556068144556669,9,0.955606814455667,0.9552924537175658,1080,0.01540831464120741
0.5,0.2,0.34653298447420056,0.33354987979287387,0.340117361128045,0.3397530891229738,0.33991829744988167,9,0.33991829744988167,0.33994587387908803,1080,0.0033544845863690193,1.503710338749612,1.3377875619249326,1.413567480722898,1.4111099379667975,1.412252512576653,9,1.4122525125766532,1.3987436693713846,1080,0.04726581191359245,100.0,100.0,99.64557004260809,0.0,0.3544299573919178,0.0,0.0,0.3544299573919178,0.0,100.0,100.0,99.64557004260809,4.507201767810728,3.746585816957452,4.126525103736419,4.10391176000147,4.115348720767514,9,4.115348720767514,4.112264081115464,1080,0.19635760356959997,0.9865272869109191,0.9225166934062183,0.9550127070373621,0.9533649911084906,0.9542172600184968,9,0.9542172600184968,0.9541609988066833,1080,0.016104026437175067
0.7142857142857143,0.185,0.34677523900925855,0.33337186254279777,0.34019200385611226,0.33974949422066875,0.3399713580021274,9,0.3399713580021274,0.33988702563020606,1080,0.003335014922371836,1.6838182115681688,1.4770987826377715,1.564890180120818,1.5621539635664135,1.5634631180545917,9,1.5634631180545917,1.5429526942426142,1080,0.06174347041058595,100.0,100.0,99.64557004260809,0.0,0.3544299573919178,0.0,0.0,0.3544299573919178,0.0,100.0,100.0,99.64557004260809,5.080322578954714,4.193634385870964,4.633213726291298,4.608491769359871,4.619712162904777,9,4.619712162904776,4.621059893737722,1080,0.2232065712004063,0.9783884901916127,0.9179793482487953,0.9471974085903315,0.9455299768250713,0.9463440978004878,9,0.9463440978004879,0.9457996728188771,1080,0.015564268581151315
0.7142857142857143,0.2,0.34662654859159464,0.3332402665468127,0.3401312030121089,0.339749998934293,0.3399396620125368,9,0.3399396620125367,0.3397908670080816,1080,0.0034315365080730535,1.6908334114034425,1.4788682588971558,1.568122582569899,1.5651084252686946,1.5666816756638313,9,1.5666816756638313,1.544866604300902,1080,0.06343983373387713,100.0,100.0,99.64557004260809,0.0,0.3544299573919178,0.0,0.0,0.3544299573919178,0.0,100.0,100.0,99.64557004260809,5.0383645776538195,4.152207421024617,4.6147206815024955,4.5904685469568145,4.60246349426471,9,4.602463494264711,4.59683713891414,1080,0.22492672105351563,0.9769105204284451,0.9141721559088403,0.9455598305069369,0.9439322355626216,0.9447577889344311,9,0.944757788934431,0.9448618477635993,1080,0.016024005899213045
0.9285714285714286,0.05,0.3466400594864509,0.3333623841804296,0.34023289369637716,0.33979822334622445,0.34001764543602125,9,0.34001764543602125,0.33999679608328315,1080,0.00338009934792265,1.813428294399956,1.56573315469595,1.6786293703149895,1.675016770597708,1.676972112862832,9,1.6769721128628319,1.6533283903287594,1080,0.07488915195279139,100.0,100.0,99.64557004260809,0.0,0.3544299573919178,0.0,0.0,0.3544299573919178,0.0,100.0,100.0,99.64557004260809,5.639820533977299,4.621469840313842,5.1261250596788255,5.100055026714715,5.11344295546356,9,5.11344295546356,5.126197113236602,1080,0.25762203603150124,0.9788264381592476,0.9107643853908115,0.9449423970864805,0.943102420809902,0.9439378591312031,9,0.9439378591312032,0.944080817107023,1080,0.017145581009177985
0.9285714285714286,0.08000000000000002,0.3468523769337002,0.33363971891118294,0.34009393248774256,0.3397030447161531,0.33990418889562446,9,0.33990418889562446,0.3398221721601328,1080,0.0034589575814686826,1.820700832582628,1.5807408111878058,1.6832547117884555,1.6798419029251705,1.6813896550973197,9,1.68138965509732,1.6558614506113942,1080,0.07380600074723921,100.0,100.0,99.64557004260809,0.0,0.3544299573919178,0.0,0.0,0.3544299573919178,0.0,100.0,100.0,99.64557004260809,5.63070919751965,4.616453537189715,5.120170774898328,5.092903291222111,5.107303835301523,9,5.107303835301523,5.090898807450628,1080,0.2604693938513309,0.9728888145691009,0.9083829028031093,0.9415909896031103,0.9400753800222591,0.9409651308180759,9,0.9409651308180758,0.9408332040701994,1080,0.01645133755268207
