finite_fraction,half_life_ci_high,half_life_ci_low,half_life_mean,half_life_std,mark,pct_r2_ge_floor,predictive_coverage_ci_high,predictive_coverage_ci_low,predictive_coverage_mean,predictive_coverage_median,predictive_median_abs_log_error_ci_high,predictive_median_abs_log_error_ci_low,predictive_median_abs_log_error_mean,predictive_median_abs_log_error_median,r2_mean,retained_effect_ci_high,retained_effect_ci_low,retained_effect_finite_fraction,retained_effect_mean,retention_horizon_divisions,selected_model_counts,selected_model_mode,tissue
0.9998538011695907,373.9076046172019,104.92363284834387,196.9574830421862,84.75103928910752,off,0.16081871345029242,1.0,0.25,0.7911458333333333,0.75,0.09349906030072075,0.011215131808343388,0.04440114246268867,0.04150171201083237,0.5815821156069414,0.8205612059562312,0.6321568105892591,1.0,0.7269635552319542,80.0,"{'single_exponential_robust_logspace': 19045, 'bi_exponential': 8315}",single_exponential_robust_logspace,blood_cd34
1.0,190.7474515610553,65.80255454097285,103.09792102754258,30.60164019387403,on,14.440789473684209,1.0,0.25,0.7899305555555556,0.75,0.09574761078614943,0.011000862066377752,0.0447027669639039,0.04167020956316958,0.8209881926108812,0.6750675351621104,0.47174749838458285,1.0,0.5671159817057355,80.0,"{'single_exponential_robust_logspace': 19628, 'bi_exponential': 7732}",single_exponential_robust_logspace,blood_cd34
0.9999634502923976,337.2435735977699,75.52025085892346,138.52158546665882,66.7396172466636,off,0.716374269005848,1.0,0.25,0.7908717105263158,0.75,0.11813891581766046,0.013911403553998503,0.055719056937786254,0.052114352097098644,0.6401758026654715,0.7584087342743038,0.5305767655855231,1.0,0.6394193878875016,80.0,"{'bi_exponential': 8879, 'single_exponential_robust_logspace': 18481}",single_exponential_robust_logspace,gut_lgr5
1.0,106.36323073554337,45.29881347268534,67.23367760607191,16.78361976670546,on,31.33406432748538,1.0,0.25,0.7890076754385965,0.75,0.11815723878353455,0.013961948314799102,0.05582053287185633,0.05210300363777129,0.8631308710435595,0.5601773064869034,0.3407221902601792,1.0,0.43748935202507494,80.0,"{'single_exponential_robust_logspace': 19075, 'bi_exponential': 8285}",single_exponential_robust_logspace,gut_lgr5
0.9999634502923976,366.29144718465943,110.9825640731566,205.00721006160975,89.63157413788326,off,0.3764619883040936,1.0,0.25,0.790670687134503,0.75,0.0820428311586633,0.0095920272249693,0.038844582227849284,0.03634869274942383,0.6203058058754717,0.8232244832989295,0.6510317267045939,1.0,0.7389963006354889,80.0,"{'bi_exponential': 7841, 'single_exponential_robust_logspace': 19519}",single_exponential_robust_logspace,skin_stem
1.0,192.06711475598985,80.57273479436765,119.36605453867388,34.583705663505896,on,13.442982456140351,1.0,0.25,0.7862573099415204,0.75,0.08314383201961097,0.010005805011392482,0.03926384602987376,0.0366917827139728,0.8176403525452733,0.7105244181769873,0.5234012534138547,1.0,0.6107272941503956,80.0,"{'single_exponential_robust_logspace': 19965, 'bi_exponential': 7395}",single_exponential_robust_logspace,skin_stem
