amplification,cyclin_throttle,leakage_ci_high,leakage_ci_low,leakage_hier_ci_high,leakage_hier_ci_low,leakage_hier_mean,leakage_hier_n_strata,leakage_mean,leakage_median,leakage_n,leakage_std,mutation_reduction_ci_high,mutation_reduction_ci_low,mutation_reduction_hier_ci_high,mutation_reduction_hier_ci_low,mutation_reduction_hier_mean,mutation_reduction_hier_n_strata,mutation_reduction_mean,mutation_reduction_median,mutation_reduction_n,mutation_reduction_std,pct_fucci_pass,pct_fucci_pass_ci_high,pct_fucci_pass_ci_low,pct_joint_mutation_viability,pct_joint_mutation_viability_ci_high,pct_joint_mutation_viability_ci_low,pct_mut_ge_2,pct_mut_ge_2_ci_high,pct_mut_ge_2_ci_low,pct_viability_ge_threshold,pct_viability_ge_threshold_ci_high,pct_viability_ge_threshold_ci_low,sphase_fold_ci_high,sphase_fold_ci_low,sphase_fold_hier_ci_high,sphase_fold_hier_ci_low,sphase_fold_hier_mean,sphase_fold_hier_n_strata,sphase_fold_mean,sphase_fold_median,sphase_fold_n,sphase_fold_std,viability_ci_high,viability_ci_low,viability_hier_ci_high,viability_hier_ci_low,viability_hier_mean,viability_hier_n_strata,viability_mean,viability_median,viability_n,viability_std
0.5,0.05,0.3467996711557748,0.3330886002384875,0.3402116199154405,0.33984042839278344,0.34003169424784485,9,0.3400316942478448,0.3399585472140956,1080,0.003448465950333798,1.462351144142615,1.3089430503133381,1.3785751376689148,1.376149272305188,1.3776474186733825,9,1.3776474186733825,1.3654868766770856,1080,0.04400670021738824,100.0,100.0,99.64557004260809,0.0,0.3544299573919178,0.0,0.0,0.3544299573919178,0.0,100.0,100.0,99.64557004260809,4.488044442690133,3.741566530980604,4.119301682707184,4.098754664041461,4.110012833557612,9,4.1100128335576125,4.106274016213727,1080,0.1957493111265381,0.9906593961688601,0.9298790237380582,0.9621910637789394,0.9603675044496531,0.961321756836575,9,0.9613217568365751,0.9618716481813743,1080,0.015804647141499494
0.5,0.08000000000000002,0.3462376018143416,0.3335508252228938,0.34010041139727026,0.3397258210872939,0.3399311323621481,9,0.3399311323621481,0.33983965460082866,1080,0.0032813566406337115,1.4705300629189932,1.319076576998936,1.384860905028975,1.3821194297298363,1.3835186359050575,9,1.3835186359050575,1.37188519198379,1080,0.044457484967026735,100.0,100.0,99.64557004260809,0.0,0.3544299573919178,0.0,0.0,0.3544299573919178,0.0,100.0,100.0,99.64557004260809,4.513749426405928,3.7924437987170885,4.1268364722993605,4.107232273818788,4.117151236337332,9,4.117151236337331,4.105654877935614,1080,0.18578083874905613,0.991639876906247,0.9290504860508019,0.9601017662047414,0.9583496715862719,0.9592536637722995,9,0.9592536637722996,0.9592471904357488,1080,0.01581153161932762
0.5,0.11000000000000001,0.3471856481551675,0.3335412878733927,0.34021928140283725,0.33986199370286163,0.34003467328850273,9,0.3400346732885028,0.3398733641171454,1080,0.0034443549412379727,1.4805927147129165,1.324603115176803,1.3926091820550566,1.3900401006050058,1.3911943251190604,9,1.3911943251190604,1.3784973400963154,1080,0.04519649234862495,100.0,100.0,99.64557004260809,0.0,0.3544299573919178,0.0,0.0,0.3544299573919178,0.0,100.0,100.0,99.64557004260809,4.475080043151349,3.7306744853258254,4.108168759229191,4.0890070333050845,4.098896452668517,9,4.098896452668517,4.097065316352872,1080,0.19179961761805853,0.989622986902684,0.9267870120731181,0.9600851264651424,0.9583099405090102,0.9592416125201976,9,0.9592416125201975,0.9590866442595676,1080,0.01574949922699895
0.5,0.14,0.3470625249485866,0.3332981270156686,0.3402040621282999,0.33981371801417337,0.34000940074814046,9,0.3400094007481405,0.3400111295849062,1080,0.0034128632850008744,1.4895556727119827,1.3267517198381795,1.3987879758143444,1.3961258002162646,1.397371027312674,9,1.3973710273126738,1.3860066150460257,1080,0.046983117778880985,100.0,100.0,99.64557004260809,0.0,0.3544299573919178,0.0,0.0,0.3544299573919178,0.0,100.0,100.0,99.64557004260809,4.505120684001499,3.7558231803894158,4.11734055567247,4.0974548110893725,4.107410381261776,9,4.107410381261776,4.097437520273079,1080,0.19357358586319523,0.9874113182779026,0.9276149063681963,0.9593824686263842,0.9576901265766733,0.9585878434675374,9,0.9585878434675374,0.9587340315644416,1080,0.015264985632973667
0.5,0.17000000000000004,0.34654341540643985,0.3334077222928932,0.34024105112553815,0.3398196050337427,0.34001259304775666,9,0.3400125930477566,0.34008697017407885,1080,0.0034219660030481167,1.4964097757997576,1.331490059265878,1.4049355906864203,1.4022191205327292,1.4036559274727658,9,1.4036559274727656,1.391515485663048,1080,0.047588679154707415,100.0,100.0,99.64557004260809,0.0,0.3544299573919178,0.0,0.0,0.3544299573919178,0.0,100.0,100.0,99.64557004260809,4.4974418645110115,3.762429328076671,4.132440864720375,4.112456023770378,4.121578875848441,9,4.121578875848441,4.119287648516232,1080,0.19124533053022272,0.9852107100149141,0.9259536827063816,0.9572550471448751,0.9557158829160031,0.9564426238182864,9,0.9564426238182865,0.9566269401465608,1080,0.015042202951162069
0.5,0.2,0.34646965682431996,0.33401260420382073,0.34026273389376305,0.3398786313383352,0.3400860276727292,9,0.3400860276727293,0.3400208693430489,1080,0.0033074702655500107,1.4969992513373143,1.3432225110314044,1.4115518999999557,1.4089523391927092,1.4103071468795918,9,1.410307146879592,1.3965143726738667,1080,0.04636469776330865,100.0,100.0,99.64557004260809,0.0,0.3544299573919178,0.0,0.0,0.3544299573919178,0.0,100.0,100.0,99.64557004260809,4.553734007220951,3.747977667551913,4.114076077503237,4.095127494324699,4.103772209377555,9,4.103772209377555,4.09138196189441,1080,0.19483755676990716,0.9863280649380035,0.9220832109376723,0.9547466200745465,0.9529527048363614,0.9538815484431239,9,0.9538815484431241,0.9544126852951468,1080,0.016137703342043733
0.7142857142857143,0.185,0.3468145904016837,0.3333957935954034,0.3401712247751996,0.33981749164258296,0.33998898094902114,9,0.33998898094902125,0.33996261711088516,1080,0.0034275369576565315,1.6823127685802615,1.4742078496427955,1.5647302670289505,1.561218060251128,1.5628200241802652,9,1.5628200241802654,1.5430817908449272,1080,0.06166591068031796,100.0,100.0,99.64557004260809,0.0,0.3544299573919178,0.0,0.0,0.3544299573919178,0.0,100.0,100.0,99.64557004260809,5.078604393022094,4.208631009811576,4.627294172520593,4.603939861532127,4.617248159313606,9,4.617248159313604,4.609182556374836,1080,0.22199555859569334,0.9774225923930984,0.9154520206260738,0.9469141353317475,0.9453976468129776,0.9461542247102683,9,0.9461542247102683,0.9466176286960943,1080,0.016261218648446058
0.7142857142857143,0.2,0.3466459691631976,0.3337307799175338,0.3402324615752589,0.3398848649766162,0.3400309491941388,9,0.34003094919413873,0.3399369775336665,1080,0.0033167644660908294,1.6858990795001811,1.4753758717528833,1.5668371421201523,1.5642266106149418,1.5657026960812452,9,1.5657026960812452,1.5437005436849751,1080,0.06273714377453604,100.0,100.0,99.64557004260809,0.0,0.3544299573919178,0.0,0.0,0.3544299573919178,0.0,100.0,100.0,99.64557004260809,5.056475552532092,4.216622983078944,4.615214670266005,4.59190483628966,4.604513178334594,9,4.604513178334594,4.5963724958265955,1080,0.21470653433590167,0.9757638397008616,0.912922693363578,0.9456428999152849,0.9438854492532827,0.9447773625088001,9,0.9447773625088002,0.9449329368913845,1080,0.015961922829706075
0.9285714285714286,0.05,0.3464167181551727,0.3334216171727088,0.3402042660674709,0.3397810977801436,0.3399923396536585,9,0.3399923396536586,0.3399421566476106,1080,0.0033902008895032552,1.8157489885514164,1.5663418203326192,1.6776256994238685,1.6740732397156832,1.6758571004265344,9,1.6758571004265346,1.6507300058590815,1080,0.07367746074912046,100.0,100.0,99.64557004260809,0.0,0.3544299573919178,0.0,0.0,0.3544299573919178,0.0,100.0,100.0,99.64557004260809,5.627472941741626,4.6246675863754145,5.127135704513885,5.102125252614992,5.115034940513097,9,5.115034940513097,5.120318712220205,1080,0.26297313870328964,0.9742035128967417,0.9113353636429995,0.9436617524756332,0.9419666579066063,0.9428075809345948,9,0.9428075809345949,0.9430228686192501,1080,0.016237048716269294
0.9285714285714286,0.08000000000000002,0.34650816921221883,0.3334712299648154,0.34007913971690934,0.3396772489222088,0.33985571245138274,9,0.33985571245138274,0.33985923584682365,1080,0.0034154309653028976,1.8225950454382887,1.5783397403299508,1.6844232177172176,1.6812278051394716,1.6828212702454906,9,1.6828212702454906,1.6572718900168526,1080,0.07334534894256778,100.0,100.0,99.64557004260809,0.0,0.3544299573919178,0.0,0.0,0.3544299573919178,0.0,100.0,100.0,99.64557004260809,5.649325836549016,4.647040603771954,5.146674560965543,5.121143462748535,5.132471349937125,9,5.132471349937126,5.122251595372026,1080,0.26207548407796233,0.9722922171895474,0.910723568781495,0.9420377553212055,0.9405052450917681,0.9412355366455287,9,0.9412355366455288,0.9405645294124736,1080,0.015778526476095758
