finite_fraction,half_life_ci_high,half_life_ci_low,half_life_mean,half_life_std,mark,r2_mean,tissue
0.9999980063795854,297.7216325574593,117.77682956070552,179.27391950325452,64.16727585261509,off,0.7560310724009053,blood_cd34
1.0,132.35698417262137,72.7735354681977,96.71748333449956,15.29953561900543,on,0.9086735380043921,blood_cd34
1.0,196.57880777530818,85.41897755994397,125.0019925133655,29.840653518638575,off,0.7977522206907183,gut_lgr5
1.0,87.81840938848603,50.57324667327921,65.94821688600828,9.540066167367662,on,0.931098318140214,gut_lgr5
1.0,301.1165346681947,126.82946728650231,188.17942724402945,47.9209744063799,off,0.7836442530804077,skin_stem
1.0,153.5268023407653,84.25260992092223,112.03879482409297,17.837036756242924,on,0.9068363748711974,skin_stem
