finite_fraction,half_life_ci_high,half_life_ci_low,half_life_mean,half_life_std,mark,r2_mean,tissue
1.0,323.2894309103044,115.19304739358878,182.5857283646132,63.52150007199016,off,0.712721663716063,blood_cd34
1.0,135.95309392417644,71.86103079904255,97.23382721355627,16.450767911530235,on,0.8888256519255003,blood_cd34
1.0,207.3915342331439,83.49721390702965,126.23177351222431,33.583794506468315,off,0.7613157227977572,gut_lgr5
1.0,90.66628000609326,50.29115095822385,66.44725015724222,10.314382392226456,on,0.9154533170780657,gut_lgr5
1.0,315.2367023902624,123.36038399551373,189.846147791491,55.58835067121585,off,0.7461057309479538,skin_stem
1.0,160.23401249073973,82.742036826542,112.80259813978313,19.646571276335106,on,0.8861844462251388,skin_stem
