amplification,cyclin_throttle,donor_age,leakage_ci_high,leakage_ci_low,leakage_mean,leakage_median,leakage_n,leakage_std,mutation_reduction_ci_high,mutation_reduction_ci_low,mutation_reduction_mean,mutation_reduction_median,mutation_reduction_n,mutation_reduction_std,pct_fucci_pass,pct_fucci_pass_ci_high,pct_fucci_pass_ci_low,pct_joint_mutation_viability,pct_joint_mutation_viability_ci_high,pct_joint_mutation_viability_ci_low,pct_mut_ge_2,pct_mut_ge_2_ci_high,pct_mut_ge_2_ci_low,pct_viability_ge_threshold,pct_viability_ge_threshold_ci_high,pct_viability_ge_threshold_ci_low,sphase_fold_ci_high,sphase_fold_ci_low,sphase_fold_mean,sphase_fold_median,sphase_fold_n,sphase_fold_std,tissue,viability_ci_high,viability_ci_low,viability_mean,viability_median,viability_n,viability_std
0.5,0.05,25,0.3440381187058674,0.3333882689173023,0.33955058324346027,0.33964128418469086,120,0.0028940606848832638,1.4720133542259686,1.3842224237823109,1.4316960312376392,1.4329956200228724,120,0.022978217258505188,100.0,100.0,96.89808335812967,0.0,3.1019166418703485,0.0,0.0,3.1019166418703485,0.0,100.0,100.0,96.89808335812967,4.501010725543678,3.8057919035423624,4.144506402443967,4.118627997403817,120,0.1914323451229304,blood_cd34,0.9947929887825055,0.9451682193226136,0.9676673327904332,0.9659002219596791,120,0.013286965718982302
0.5,0.08000000000000002,25,0.34589187690327444,0.333828112455496,0.34048735653636947,0.3405945880831375,120,0.003177305711147824,1.472303293659434,1.396381195645308,1.4365673851347756,1.436667753403074,120,0.02125993281934032,100.0,100.0,96.89808335812967,0.0,3.1019166418703485,0.0,0.0,3.1019166418703485,0.0,100.0,100.0,96.89808335812967,4.464943980900238,3.7554003087607715,4.115672767328062,4.123550587569328,120,0.17571678719038375,blood_cd34,0.988211295335571,0.9380974210156352,0.9641166818956594,0.9647760185274472,120,0.0139475990007326
0.5,0.11000000000000001,25,0.3460508264832409,0.3330789219685925,0.3398302157913117,0.3400736200780905,120,0.0033058053842065045,1.4888670052138453,1.4071092271224164,1.4461569837686503,1.4474993733975758,120,0.02380796572147774,100.0,100.0,96.89808335812967,0.0,3.1019166418703485,0.0,0.0,3.1019166418703485,0.0,100.0,100.0,96.89808335812967,4.504381152297787,3.808230381039401,4.1562388241447925,4.1691390081695605,120,0.1878758088184745,blood_cd34,0.9928688775182449,0.9403506720549504,0.9652996717070778,0.9640014945680487,120,0.01395151793156705
0.5,0.14,25,0.34743477753947655,0.3350728646945342,0.33999623948774127,0.3396989542245199,120,0.0033012865680613294,1.4979154704112176,1.4195132486352693,1.4532125129280666,1.4520929136279144,120,0.02099116470838245,100.0,100.0,96.89808335812967,0.0,3.1019166418703485,0.0,0.0,3.1019166418703485,0.0,100.0,100.0,96.89808335812967,4.493958321507066,3.839364120490871,4.148138073257495,4.1503270778968115,120,0.17442762642488335,blood_cd34,0.995970559002015,0.9365462963178185,0.964208626300144,0.9649841005482482,120,0.015050276911415918
0.5,0.17000000000000004,25,0.34744452553050403,0.33385178627920603,0.33998385384176305,0.3399277899555495,120,0.003367521746806174,1.5031934645467597,1.4157204575839701,1.458787639172201,1.4588766887505726,120,0.023684477186905088,100.0,100.0,96.89808335812967,0.0,3.1019166418703485,0.0,0.0,3.1019166418703485,0.0,100.0,100.0,96.89808335812967,4.434238633264191,3.76331359757346,4.1230119937682685,4.133248527501007,120,0.17417145119096514,blood_cd34,0.9952915837297448,0.9377162055436364,0.9619460134383123,0.9600885429232979,120,0.01541154173831245
0.5,0.2,25,0.34625538402078526,0.33434814935366763,0.33996337932045173,0.34000102734210946,120,0.003115309287755783,1.5080682178729363,1.4267615658999848,1.4664072084122712,1.4649764391729714,120,0.02462892939474318,100.0,100.0,96.89808335812967,0.0,3.1019166418703485,0.0,0.0,3.1019166418703485,0.0,100.0,100.0,96.89808335812967,4.484211335241689,3.822413594501246,4.178767863437894,4.173542572279878,120,0.16996145080378042,blood_cd34,0.9897375741850357,0.9329471380344321,0.9622560981471314,0.9638072300600218,120,0.016343749767595
0.7142857142857143,0.185,25,0.3469504534401432,0.3338375349885741,0.34042661735949814,0.3406502717030978,120,0.0034456493954465772,1.6950598994207535,1.5889826521154786,1.6389109311095038,1.635766128457397,120,0.027378310044419894,100.0,100.0,96.89808335812967,0.0,3.1019166418703485,0.0,0.0,3.1019166418703485,0.0,100.0,100.0,96.89808335812967,5.03222496564598,4.268083285087694,4.652969589092122,4.656170571506223,120,0.2102284856611237,blood_cd34,0.9817097702190818,0.926848967665227,0.9529089446367542,0.952012731704731,120,0.013888209201078467
0.7142857142857143,0.2,25,0.3465539902186428,0.3324106246386213,0.3397762840414355,0.33988923900537615,120,0.003596706838972137,1.7000190059104854,1.59262261916054,1.645226259178947,1.645422609238472,120,0.028537376161342606,100.0,100.0,96.89808335812967,0.0,3.1019166418703485,0.0,0.0,3.1019166418703485,0.0,100.0,100.0,96.89808335812967,5.0383645776538195,4.315802372508118,4.659812522957592,4.659686199612343,120,0.19979781560826299,blood_cd34,0.9780323322893397,0.9188318136651343,0.9512331681401766,0.9520377403323008,120,0.015189888863387147
0.9285714285714286,0.05,25,0.3472867628863917,0.33286123349582813,0.3397855323967022,0.33959167952372205,120,0.0036638329643351114,1.8159439735595229,1.7082888152253808,1.7673424400367783,1.7665043795805422,120,0.029967948511365947,100.0,100.0,96.89808335812967,0.0,3.1019166418703485,0.0,0.0,3.1019166418703485,0.0,100.0,100.0,96.89808335812967,5.6121925011378435,4.776514194332637,5.165846835563233,5.167269140176702,120,0.2241868256860515,blood_cd34,0.9866884492850723,0.9168737323992,0.9511558913743641,0.9536681171662809,120,0.016706807075402855
0.9285714285714286,0.08000000000000002,25,0.34695386331961453,0.3340651927663292,0.33975754102479694,0.3396693494339842,120,0.0032858650331285726,1.82947455569765,1.7138130442400257,1.770987888326023,1.7719986906858942,120,0.028490920925074714,100.0,100.0,96.89808335812967,0.0,3.1019166418703485,0.0,0.0,3.1019166418703485,0.0,100.0,100.0,96.89808335812967,5.780441543570993,4.796869561250111,5.159834900552712,5.136217566693899,120,0.23813768912828298,blood_cd34,0.9754540149490825,0.9239139201665986,0.949654428896438,0.9496045658336025,120,0.01422448376141794
