finite_fraction,half_life_ci_high,half_life_ci_low,half_life_mean,half_life_std,mark,r2_mean,tissue
1.0,313.0774690398803,114.37219467999013,180.88397220951683,55.81331750256512,off,0.716922094892972,blood_cd34
1.0,136.81065728985308,71.6891451706861,97.10394424014538,16.64885436305154,on,0.8889422091747747,blood_cd34
1.0,205.28497181765198,82.79647635625011,125.22327182634896,32.26390084685787,off,0.7627383612131564,gut_lgr5
1.0,89.50070400586405,49.76621678209307,66.08865605399356,10.182636576590427,on,0.9159754461577568,gut_lgr5
1.0,324.1072000137111,123.71120264956872,189.91510208057898,53.41670043143854,off,0.7449784356807109,skin_stem
1.0,158.12667103992948,83.49289069131203,112.29819327855094,19.288075721681547,on,0.8866853944889576,skin_stem
