amplification,cyclin_throttle,leakage_ci_high,leakage_ci_low,leakage_mean,leakage_median,leakage_n,leakage_std,mutation_reduction_ci_high,mutation_reduction_ci_low,mutation_reduction_mean,mutation_reduction_median,mutation_reduction_n,mutation_reduction_std,sphase_fold_ci_high,sphase_fold_ci_low,sphase_fold_mean,sphase_fold_median,sphase_fold_n,sphase_fold_std,viability_ci_high,viability_ci_low,viability_mean,viability_median,viability_n,viability_std
1.5714285714285714,0.15500000000000003,0.34392071289707254,0.3359617495675267,0.3399806840603835,0.3399903095510889,27000,0.0020236527924593854,2.18298726464569,1.7946971638074354,1.977617593203139,1.9564670552620786,27000,0.11359836695556585,6.765358239203309,5.596629026804951,6.2216139237700725,6.255604581936652,27000,0.31368869996641513,0.9202838541689441,0.8509181998096448,0.8855465486985465,0.8855950293033783,27000,0.017884899744871608
