amplification,cyclin_throttle,leakage_ci_high,leakage_ci_low,leakage_mean,leakage_median,leakage_n,leakage_std,mutation_reduction_ci_high,mutation_reduction_ci_low,mutation_reduction_mean,mutation_reduction_median,mutation_reduction_n,mutation_reduction_std,sphase_fold_ci_high,sphase_fold_ci_low,sphase_fold_mean,sphase_fold_median,sphase_fold_n,sphase_fold_std,viability_ci_high,viability_ci_low,viability_mean,viability_median,viability_n,viability_std
0.5,0.05,0.3467996711557748,0.3330886002384875,0.3400316942478448,0.3399585472140956,1080,0.003448465950333798,1.462351144142615,1.3089430503133381,1.3776474186733825,1.3654868766770856,1080,0.04400670021738824,17070.579779171658,4.200311953594012,781.4927411953952,4.683182735476485,1080,3770.6343394010746,0.9906593961688601,0.9298790237380582,0.9613217568365751,0.9618716481813743,1080,0.015804647141499494
0.5,0.08000000000000002,0.3462376018143416,0.3335508252228938,0.3399311323621481,0.33983965460082866,1080,0.0032813566406337115,1.4705300629189932,1.319076576998936,1.3835186359050575,1.37188519198379,1080,0.044457484967026735,17461.75706403283,4.208804648369529,815.847165752243,4.668441755700442,1080,3762.96118593018,0.991639876906247,0.9290504860508019,0.9592536637722996,0.9592471904357488,1080,0.01581153161932762
0.5,0.11000000000000001,0.3471856481551675,0.3335412878733927,0.3400346732885028,0.3398733641171454,1080,0.0034443549412379727,1.4805927147129165,1.324603115176803,1.3911943251190604,1.3784973400963154,1080,0.04519649234862495,17241.543947483126,4.197345963261649,817.8252804195581,4.664493161448126,1080,3784.1536815839677,0.989622986902684,0.9267870120731181,0.9592416125201975,0.9590866442595676,1080,0.01574949922699895
0.5,0.14,0.3470625249485866,0.3332981270156686,0.3400094007481405,0.3400111295849062,1080,0.0034128632850008744,1.4895556727119827,1.3267517198381795,1.3973710273126738,1.3860066150460257,1080,0.046983117778880985,16995.01667171246,4.2099302760744965,650.5574777280312,4.669359024973598,1080,3460.591331049339,0.9874113182779026,0.9276149063681963,0.9585878434675374,0.9587340315644416,1080,0.015264985632973667
0.5,0.17000000000000004,0.34654341540643985,0.3334077222928932,0.3400125930477566,0.34008697017407885,1080,0.0034219660030481167,1.4964097757997576,1.331490059265878,1.4036559274727656,1.391515485663048,1080,0.047588679154707415,17158.13768670966,4.215375077078927,670.8021913530139,4.682543280763783,1080,3368.514148625286,0.9852107100149141,0.9259536827063816,0.9564426238182865,0.9566269401465608,1080,0.015042202951162069
0.5,0.2,0.34646965682431996,0.33401260420382073,0.3400860276727293,0.3400208693430489,1080,0.0033074702655500107,1.4969992513373143,1.3432225110314044,1.410307146879592,1.3965143726738667,1080,0.04636469776330865,17163.43680361936,4.206450412453233,741.1166147551805,4.681520771440294,1080,3545.1200818828647,0.9863280649380035,0.9220832109376723,0.9538815484431241,0.9544126852951468,1080,0.016137703342043733
0.7142857142857143,0.185,0.3468145904016837,0.3333957935954034,0.33998898094902125,0.33996261711088516,1080,0.0034275369576565315,1.6823127685802615,1.4742078496427955,1.5628200241802654,1.5430817908449272,1080,0.06166591068031796,19325.948445353137,4.6916087035635075,895.8656404957055,5.270884257258814,1080,4186.103165812826,0.9774225923930984,0.9154520206260738,0.9461542247102683,0.9466176286960943,1080,0.016261218648446058
0.7142857142857143,0.2,0.3466459691631976,0.3337307799175338,0.34003094919413873,0.3399369775336665,1080,0.0033167644660908294,1.6858990795001811,1.4753758717528833,1.5657026960812452,1.5437005436849751,1080,0.06273714377453604,19623.259053536603,4.657070186690847,1124.270815476393,5.2404977450359045,1080,4704.898928526532,0.9757638397008616,0.912922693363578,0.9447773625088002,0.9449329368913845,1080,0.015961922829706075
0.9285714285714286,0.05,0.3464167181551727,0.3334216171727088,0.3399923396536586,0.3399421566476106,1080,0.0033902008895032552,1.8157489885514164,1.5663418203326192,1.6758571004265346,1.6507300058590815,1080,0.07367746074912046,22183.098790566328,5.165700767656374,1231.651151103314,5.831122813471888,1080,5082.190008242461,0.9742035128967417,0.9113353636429995,0.9428075809345949,0.9430228686192501,1080,0.016237048716269294
0.9285714285714286,0.08000000000000002,0.34650816921221883,0.3334712299648154,0.33985571245138274,0.33985923584682365,1080,0.0034154309653028976,1.8225950454382887,1.5783397403299508,1.6828212702454906,1.6572718900168526,1080,0.07334534894256778,21535.71374998199,5.21311986557105,1126.6963750276636,5.845193286947017,1080,4812.729223890385,0.9722922171895474,0.910723568781495,0.9412355366455288,0.9405645294124736,1080,0.015778526476095758
0.9285714285714286,0.11000000000000001,0.34624059085354636,0.3331507520705873,0.33992943214264076,0.3400039831008742,1080,0.00335930620264382,1.8359931976830601,1.5839081234121581,1.691817229126094,1.6654866996132272,1080,0.07535271033791181,21474.76777539431,5.245567628366926,1026.4063676556739,5.816448519737027,1080,4810.829460678592,0.9695302765038308,0.9069485869976982,0.9389929964923407,0.9392005731004343,1080,0.015698641043625595
0.9285714285714286,0.14,0.3464701259202231,0.33311905442482737,0.3399358408289889,0.33999950199829376,1080,0.003358107872972447,1.8397740846222226,1.5944793668226156,1.6998717083034212,1.673215650281278,1080,0.07480921244299303,21929.590240089845,5.196179889985867,1189.119007225381,5.833776850218444,1080,5052.996853814703,0.9668273942132596,0.906191540000257,0.9375988236182065,0.9374784031324883,1080,0.016061706434058656
