amplification,cyclin_throttle,donor_age,leakage_ci_high,leakage_ci_low,leakage_mean,leakage_median,leakage_n,leakage_std,mutation_reduction_ci_high,mutation_reduction_ci_low,mutation_reduction_mean,mutation_reduction_median,mutation_reduction_n,mutation_reduction_std,sphase_fold_ci_high,sphase_fold_ci_low,sphase_fold_mean,sphase_fold_median,sphase_fold_n,sphase_fold_std,tissue,viability_ci_high,viability_ci_low,viability_mean,viability_median,viability_n,viability_std
0.5,0.05,25,0.34655696250184176,0.33305342732816,0.3396963172510194,0.3400460119955777,120,0.0032947714538244157,1.4741552560456357,1.3839899254873471,1.4315578949983017,1.4335287083043584,120,0.02358047289937856,18043.56091784053,4.245930642538344,1057.8302268427076,4.711820361510738,120,4259.317028122697,blood_cd34,0.9927899183509475,0.9356866140563646,0.9660830049286233,0.9675346499972567,120,0.01527068734622949
0.5,0.08000000000000002,25,0.3464277629096102,0.3345983811595793,0.34029342820180647,0.3400429821935515,120,0.0031176357530715427,1.4792081568617264,1.3904582280969482,1.4339537419518966,1.4310435621801263,120,0.022534300543801383,17364.133193511007,4.328100846175165,608.0438234138819,4.6788783993471075,120,3263.0005708555746,blood_cd34,0.9893522813689948,0.9381919806057758,0.9640238664917627,0.9647539694679999,120,0.013588292887826186
0.5,0.11000000000000001,25,0.34615949509183047,0.3333738774563091,0.33996215424070575,0.34013847330544844,120,0.0033480975860409466,1.4914063511186304,1.4085977676705506,1.4460899517611712,1.445114451844387,120,0.020719947210725613,8.102658284001972,4.275078296691098,148.48276148179383,4.682777478452192,120,1573.3893092640765,blood_cd34,0.9961564089367979,0.944093577119743,0.9686556859853045,0.9688928406139989,120,0.015162948598220002
0.5,0.14,25,0.34754699624911084,0.33229993152363135,0.3392367565191828,0.3396877364045758,120,0.003754844428443063,1.5048221009005325,1.4060645572433588,1.4535282823424396,1.4556128195448679,120,0.02723333355868735,16996.614196652416,4.231867761149843,841.0092973511538,4.72940415346325,120,3670.3549107517697,blood_cd34,0.9893607783059389,0.9360972864077052,0.9636644477332879,0.9632807611466747,120,0.014136938099514136
0.5,0.17000000000000004,25,0.3466514250790903,0.3341671540936139,0.34012110495563513,0.34004833010958324,120,0.0034683777137026273,1.507018057650659,1.4113848402977172,1.4616410052503048,1.461920061910328,120,0.025946896643992266,442.7978484945648,4.230207442405066,462.04426795131025,4.675402493499938,120,2869.47629842545,blood_cd34,0.9880168693914243,0.932113793450859,0.9636071826870539,0.9631941033846978,120,0.014126491835153797
0.5,0.2,25,0.34573330246595746,0.335748790188347,0.34029357254790765,0.3402074757805418,120,0.0027319094170780885,1.4997862273608316,1.4211111739399391,1.4641862470991478,1.463188278038979,120,0.022798932626215237,445.4539973821059,4.287004928053153,451.55880977057495,4.717779005863589,120,2802.333859764753,blood_cd34,0.9898204549818839,0.9292293622702229,0.9613818778114546,0.9612263787283832,120,0.015239160149571796
0.7142857142857143,0.185,25,0.34588610762811445,0.3314543416395162,0.33934819063339056,0.3398793213937869,120,0.0037094905186523725,1.7000294114329066,1.5793241038460528,1.6347548258980973,1.6378614544355858,120,0.029376675126303733,19466.81012808827,4.803342281067166,1004.7286898394874,5.308801426990115,120,4380.055735637238,blood_cd34,0.9795244250750833,0.9283457997465395,0.9536512721109225,0.9526978876646731,120,0.013787081016565924
0.7142857142857143,0.2,25,0.3470660192855044,0.3341875154243502,0.3402380806438921,0.33998883753309767,120,0.0034708190258570517,1.689863288161427,1.5738957652443282,1.6398136308691307,1.6427667891241033,120,0.028637690367917235,7.2058869073540865,4.767206184403691,194.440645968347,5.2860599678342854,120,2069.986142947659,blood_cd34,0.9846139452614397,0.915649192559932,0.9525586053025243,0.9528605143645232,120,0.017105593911442188
0.9285714285714286,0.05,25,0.34690851671794243,0.3334240307782973,0.34011297180079997,0.34000554564156715,120,0.0033163887063737693,1.827768310249176,1.6831239038627945,1.7637061053571779,1.7652498272410648,120,0.03213337760227243,566.3765074698894,5.353435422389083,592.1798322767451,5.851872927570314,120,3682.8377686658496,blood_cd34,0.9747162120043882,0.9194411793007133,0.9484593720695578,0.9484358657821457,120,0.014092530880851106
0.9285714285714286,0.08000000000000002,25,0.3468805464734938,0.33269456147981685,0.33959560008224055,0.3392418980404688,120,0.003799497162575416,1.8319283842617855,1.7200097386808229,1.7695061487921393,1.7661012816120683,120,0.03051212484775446,21252.254098082703,5.349484514617665,1595.9804343039987,5.990947343376586,120,5624.25595270798,blood_cd34,0.9808983293061595,0.9245337887602504,0.9500521211695385,0.9489269716868918,120,0.01489841783949873
0.9285714285714286,0.11000000000000001,25,0.3463213560139351,0.3329368492617088,0.34027158166159127,0.3404284022043726,120,0.0036385358564787196,1.8382614058147568,1.7260374577580233,1.783521491666709,1.7842693664344982,120,0.02756279276213072,22100.10935533286,5.395202338961811,1831.7432936283644,5.88998483471708,120,6747.52551778105,blood_cd34,0.9660954210548481,0.9232862737250923,0.9452959539226843,0.9441233284372239,120,0.01214731557723232
0.9285714285714286,0.14,25,0.3453806630027303,0.3332944622637098,0.3400104671924236,0.34027893857324076,120,0.003235556532758036,1.8438538704818774,1.7277194727767038,1.7920604139841714,1.7951043365586716,120,0.03184237139693692,7.765500481483111,5.369747699170944,6.2730811654559755,5.865851863231663,120,3.3772419652063284,blood_cd34,0.9681403084215332,0.9204895574347163,0.9454787707970207,0.9450347699827086,120,0.013812150413048284
0.9285714285714286,0.17000000000000004,25,0.3456210435999008,0.3338029268495551,0.3396782233208056,0.3395889768534333,120,0.0029489569810788514,1.8736740993430514,1.7391263502453802,1.8008278378523237,1.7993515838968923,120,0.036547601593523014,21385.872938947374,5.237538179523072,1432.0756255890785,5.867796486868965,120,5376.370038252696,blood_cd34,0.9731154456134133,0.9158281334258638,0.944711535300762,0.9440944853527105,120,0.015077626811512505
0.9285714285714286,0.185,25,0.3455800406610755,0.33469946349376833,0.3399630368459007,0.3398785984553955,120,0.0032772748568831523,1.8614956332673938,1.757182261378995,1.8056830466144713,1.8015249876623658,120,0.028006787199830067,21024.77777815699,5.427212366282296,1232.697059380854,5.92363930568061,120,4966.043278330363,blood_cd34,0.9699787463624661,0.9143748006299888,0.942923181750955,0.9436942700992481,120,0.014886555529484445
0.9285714285714286,0.2,25,0.34645934149203983,0.334079773300128,0.34027120677581796,0.34028594727902683,120,0.0032117848660221725,1.87009246400005,1.7406521206635428,1.8065769752620255,1.8061661304762344,120,0.035611203708331804,22246.23388038517,5.22334967050247,1288.17449820947,5.881139861585242,120,5194.419251178486,blood_cd34,0.9653301058319343,0.9142777596293203,0.9414138070788873,0.9405266354544978,120,0.013538790266322638
1.1428571428571428,0.185,25,0.34620484644023664,0.3333800261902472,0.33970365244790995,0.3399018722394237,120,0.003293662738306054,2.0133662020160004,1.8957772930841432,1.9590429125723563,1.9609187397265773,120,0.03313664963043315,20438.378819165217,5.89043466336107,948.8497956469998,6.402085591864776,120,4573.235185493393,blood_cd34,0.9494860075300533,0.8994374703182064,0.9266331394973726,0.9254502937716956,120,0.012907305747485246
1.1428571428571428,0.2,25,0.34645372210970254,0.3330635559032649,0.340214078777113,0.340568555928788,120,0.003293335448159297,2.0189783088947753,1.8857101205743156,1.958210495819067,1.9605059293610316,120,0.03575951272392781,24530.159279347703,5.800242248459854,1979.300081878995,6.390230995909004,120,6579.459654052825,blood_cd34,0.9653924815088671,0.8994536870019881,0.9302294210454527,0.9298534187882479,120,0.017574987266320004
1.142857142857143,0.06500000000000002,25,0.34550011086147814,0.3342574799141414,0.34017021509703455,0.34028865757213383,120,0.002919966674520812,1.9909137281939737,1.8516210613575486,1.9186968571118608,1.919021277088989,120,0.04008313543372513,23895.081483441856,5.791768286874595,1041.4517033491918,6.482010868641273,120,4994.030105127776,blood_cd34,0.9672943241744989,0.9038565120777198,0.9373419298979199,0.9373508355033513,120,0.01658236608289962
1.142857142857143,0.08000000000000002,25,0.3458268376320592,0.33408319791970104,0.3400301051211116,0.33966408340177234,120,0.0032296377405178545,1.985533168850672,1.8493852090332656,1.9280056852221383,1.927973793739688,120,0.030801565814019393,21383.78892658154,5.832648209410939,817.3232046100774,6.485582740235419,120,4410.295990744683,blood_cd34,0.9635202466995847,0.9114476569096615,0.9376629628717136,0.9363278324913054,120,0.014111719460098957
1.142857142857143,0.09500000000000001,25,0.3451015678373004,0.3341115300384595,0.33983595325017596,0.3401481273729665,120,0.0029228622562318656,2.0039021837538784,1.8790345679519396,1.9377832206492684,1.938690992177966,120,0.03389266959006526,22813.798702381126,5.765663812142048,1395.9107746237196,6.446677872486235,120,5624.57168983862,blood_cd34,0.9604518486912343,0.9008690056396838,0.93467264269055,0.933459109472941,120,0.01556362030982685
1.142857142857143,0.11000000000000001,25,0.3464655390449727,0.3338171944610717,0.3392804044094453,0.33934982645027345,120,0.003144752479011181,2.0059879500870266,1.8481822046563445,1.9329878480302178,1.9365824635734359,120,0.03766728157132913,542.3412878392061,5.869787512421678,601.7625298559232,6.534329696579497,120,3746.8999862516457,blood_cd34,0.9648476361390181,0.9096393524429423,0.9355636520527048,0.9355630486850485,120,0.014185500092456352
1.142857142857143,0.12500000000000003,25,0.345961910035173,0.3348418541176377,0.3402826677619134,0.34047794266100284,120,0.0031315402388287237,2.0168998868510095,1.8777497956897957,1.9444468687424026,1.9459384993814028,120,0.037913810523493345,19.27100063891377,5.819996310137504,440.3505457681649,6.380337460282206,120,3339.630154734163,blood_cd34,0.9637446909792514,0.905206208669486,0.9319310586838978,0.931068104944057,120,0.015883308156522134
1.142857142857143,0.14,25,0.3473760087142397,0.3334410487842798,0.34003455089024776,0.3398049488642393,120,0.0034759500149965433,2.0130111637255754,1.887742081240477,1.947080820789049,1.9477321108796724,120,0.03354781178583666,23283.98645175886,5.796233653523924,1412.687588752033,6.4524530158720275,120,6519.429030275748,blood_cd34,0.9634971515358013,0.9069197819312941,0.9331562480516056,0.9321859966491661,120,0.015046354444127157
1.142857142857143,0.15500000000000003,25,0.3470388486274151,0.33513539010799526,0.3400909066787063,0.34016741885029844,120,0.003210727012554049,2.023606305492173,1.8730633755544768,1.9473406561612596,1.9496391507468571,120,0.03987520516104963,8.215358466827272,5.819643218344985,392.60933167122204,6.4432640191749115,120,3008.893344217808,blood_cd34,0.9552751443402965,0.9026155169073449,0.9297515288726911,0.930632533749602,120,0.013094629348165033
1.142857142857143,0.17000000000000004,25,0.34685463513723647,0.33201059565704144,0.33987290127482644,0.34005097610004903,120,0.003513130689203389,2.0048463774002725,1.8753602320441354,1.9453520700766733,1.9448318228788914,120,0.03475562392448132,23638.88834385729,5.7324972510348084,1401.6543075834823,6.538468384757191,120,5626.713777352953,blood_cd34,0.9577141965895646,0.8995691754948996,0.9298145297184329,0.9304772979435629,120,0.015004965673767096
1.3571428571428572,0.05,25,0.34712495405377614,0.3346486194839736,0.34036929632368496,0.3403110900291234,120,0.0032460599260419588,2.126817179145181,1.9922383165092319,2.061448464488085,2.059610824593551,120,0.03556285062490469,9.38956596168125,6.371818898112985,489.9936374407724,7.038366505185865,120,3725.0905510956845,blood_cd34,0.9486521714156284,0.890754255999676,0.9226846934984871,0.9232620930664852,120,0.014313194288408519
1.3571428571428572,0.06500000000000002,25,0.3468407288660069,0.33407913907707554,0.34038259322897374,0.3402877978732888,120,0.003392875559028664,2.127093539592182,1.99817769240892,2.0666352838121105,2.0671677409009526,120,0.03513709360731089,10.800483521695167,6.270497064297684,231.30902868174962,6.883902908332484,120,2455.791425380327,blood_cd34,0.9489339355641446,0.8860389575217144,0.919946050135416,0.9218909359547292,120,0.01552810786069214
1.3571428571428572,0.08000000000000002,25,0.3481604451039831,0.33462872660456167,0.34076161029761437,0.3406247166411034,120,0.0032672388193135983,2.156002460623074,1.995870860238427,2.067121602592419,2.0661218732303057,120,0.04222349878997764,27246.113320401528,6.220615149059676,1797.3734903385969,7.0648290187258,120,6746.842672678105,blood_cd34,0.947006534182307,0.8804818200850885,0.9195523174021756,0.9208581679023821,120,0.015402519043285826
1.3571428571428572,0.09500000000000001,25,0.345897972916519,0.33384829595392795,0.3398648720336718,0.33982976330410963,120,0.003185998118049563,2.165875699395647,1.9997415786135975,2.0708466262195446,2.071224332331619,120,0.03909710250161641,26398.06033328405,6.384057266639314,1109.2836326902363,7.010454915734771,120,5313.036930686702,blood_cd34,0.9494465435369622,0.8867864321364886,0.9194398890198858,0.921654843731192,120,0.016180102837192675
1.3571428571428572,0.11000000000000001,25,0.3457458996653189,0.33519350912182516,0.34038127269812823,0.34012522837495063,120,0.002931024443746577,2.136238021232499,2.0019278560544738,2.0783219317003723,2.084216231489628,120,0.036480650289022046,27174.910564332095,6.3565445333909025,1567.4030377223874,7.0708019233260435,120,7254.03968064953,blood_cd34,0.9442970954628546,0.8868819441360818,0.916607677038937,0.9165551306149964,120,0.015121982078757194
1.3571428571428572,0.12500000000000003,25,0.34637220262345053,0.3339833527565828,0.34020454615437357,0.34002826510608086,120,0.0032924268839959496,2.1481168843078233,2.020940213624644,2.082931506357387,2.084236882763901,120,0.03200337274572959,24540.763541750122,6.291243963049028,1284.5064003815205,7.063862804904101,120,5613.0567001490235,blood_cd34,0.9511254124927199,0.8906769965613635,0.9196083757587586,0.9181691675013656,120,0.016044951146973702
